Код проекта;Наименование ФП;Наименование источника;2018_План;2018_Факт;2018_Период;2019_План;2019_Факт;2019_Период;2020_План;2020_Факт;2020_Период;2021_План;2021_Факт;2021_Период;2022_План;2022_Факт;2022_Период;2023_План;2023_Факт;2023_Период;2024_План;2024_Факт;2024_Период
A1;Обеспечение качественно нового уровня развития инфраструктуры культуры («Культурная среда»);федеральный бюджет;;;;8981818.1900;;;10396269.6100;;;13182193.0000;;;16390011.1000;;;16810500.0000;;;15754300.0000;;
A1;Обеспечение качественно нового уровня развития инфраструктуры культуры («Культурная среда»);федеральному бюджету РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A1;Обеспечение качественно нового уровня развития инфраструктуры культуры («Культурная среда»);местным бюджетам РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A1;Обеспечение качественно нового уровня развития инфраструктуры культуры («Культурная среда»);межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;7212269.6100;;;7872193.0000;;;10266012.9000;;;10700500.0000;;;10111500.0000;;
A1;Обеспечение качественно нового уровня развития инфраструктуры культуры («Культурная среда»);консолидированные бюджеты субъектов РФ;;;;7435415.4900;;;7741951.4100;;;8375623.9000;;;10856912.9000;;;11357000.0000;;;10736500.0000;;
A1;Обеспечение качественно нового уровня развития инфраструктуры культуры («Культурная среда»);иным бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A1;Обеспечение качественно нового уровня развития инфраструктуры культуры («Культурная среда»);всего по фед. проекту;;;;16417233.6800;;;10925951.4100;;;13685623.9000;;;16980911.1000;;;17467000.0000;;;16379300.0000;;
A1;Обеспечение качественно нового уровня развития инфраструктуры культуры («Культурная среда»);внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A1;Обеспечение качественно нового уровня развития инфраструктуры культуры («Культурная среда»);бюджеты территориальных государственных внебюджетных фондов (бюджеты ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A1;Обеспечение качественно нового уровня развития инфраструктуры культуры («Культурная среда»);бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A1;Обеспечение качественно нового уровня развития инфраструктуры культуры («Культурная среда»);бюджету Фонда социального страхования РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A1;Обеспечение качественно нового уровня развития инфраструктуры культуры («Культурная среда»);бюджету Фонда социального страхования Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A1;Обеспечение качественно нового уровня развития инфраструктуры культуры («Культурная среда»);бюджету Федерального фонда обязательного медицинского страхования;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A1;Обеспечение качественно нового уровня развития инфраструктуры культуры («Культурная среда»);бюджету Пенсионного фонда Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A1;Обеспечение качественно нового уровня развития инфраструктуры культуры («Культурная среда»);бюджету Пенсионнного фонда РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A1;Обеспечение качественно нового уровня развития инфраструктуры культуры («Культурная среда»);бюджетам территориальных государственных внебюджетных фондов РФ (бюджетам ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A1;Обеспечение качественно нового уровня развития инфраструктуры культуры («Культурная среда»);бюджетам субъектов РФ;;;;0.0000;;;7212269.6100;;;7872193.0000;;;10266012.9000;;;10700500.0000;;;10111500.0000;;
A1;Обеспечение качественно нового уровня развития инфраструктуры культуры («Культурная среда»);бюджетам государственных внебюджетных фондов РФ, из них;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A1;Обеспечение качественно нового уровня развития инфраструктуры культуры («Культурная среда»);бюджетам государственных внебюджетных фондов РФ, в том числе;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A1;Обеспечение качественно нового уровня развития инфраструктуры культуры («Культурная среда»);бюджетам государственных внебюджетных фондов РФ (бюджету ФФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A2;Создание условий для реализации творческого потенциала нации («Творческие люди»);федеральный бюджет;;;;3872022.5000;;;3575458.5000;;;3775000.0000;;;3494782.9000;;;3975000.0000;;;3475000.0000;;
A2;Создание условий для реализации творческого потенциала нации («Творческие люди»);федеральному бюджету РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A2;Создание условий для реализации творческого потенциала нации («Творческие люди»);местным бюджетам РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A2;Создание условий для реализации творческого потенциала нации («Творческие люди»);межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A2;Создание условий для реализации творческого потенциала нации («Творческие люди»);консолидированные бюджеты субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A2;Создание условий для реализации творческого потенциала нации («Творческие люди»);иным бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A2;Создание условий для реализации творческого потенциала нации («Творческие люди»);всего по фед. проекту;;;;3872022.5000;;;3575458.5000;;;3775000.0000;;;3494782.9000;;;3975000.0000;;;3475000.0000;;
A2;Создание условий для реализации творческого потенциала нации («Творческие люди»);внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A2;Создание условий для реализации творческого потенциала нации («Творческие люди»);бюджеты территориальных государственных внебюджетных фондов (бюджеты ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A2;Создание условий для реализации творческого потенциала нации («Творческие люди»);бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A2;Создание условий для реализации творческого потенциала нации («Творческие люди»);бюджету Фонда социального страхования РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A2;Создание условий для реализации творческого потенциала нации («Творческие люди»);бюджету Фонда социального страхования Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A2;Создание условий для реализации творческого потенциала нации («Творческие люди»);бюджету Федерального фонда обязательного медицинского страхования;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A2;Создание условий для реализации творческого потенциала нации («Творческие люди»);бюджету Пенсионного фонда Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A2;Создание условий для реализации творческого потенциала нации («Творческие люди»);бюджету Пенсионнного фонда РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A2;Создание условий для реализации творческого потенциала нации («Творческие люди»);бюджетам территориальных государственных внебюджетных фондов РФ (бюджетам ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A2;Создание условий для реализации творческого потенциала нации («Творческие люди»);бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A2;Создание условий для реализации творческого потенциала нации («Творческие люди»);бюджетам государственных внебюджетных фондов РФ, из них;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A2;Создание условий для реализации творческого потенциала нации («Творческие люди»);бюджетам государственных внебюджетных фондов РФ, в том числе;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A2;Создание условий для реализации творческого потенциала нации («Творческие люди»);бюджетам государственных внебюджетных фондов РФ (бюджету ФФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A3;Цифровизация услуг и формирование информационного пространства в сфере культуры («Цифровая культура»);федеральный бюджет;;;;1180000.0000;;;3330000.0000;;;3330000.0000;;;3330000.0000;;;1130000.0000;;;1130000.0000;;
A3;Цифровизация услуг и формирование информационного пространства в сфере культуры («Цифровая культура»);федеральному бюджету РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A3;Цифровизация услуг и формирование информационного пространства в сфере культуры («Цифровая культура»);местным бюджетам РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A3;Цифровизация услуг и формирование информационного пространства в сфере культуры («Цифровая культура»);межбюджетные трансферты, федеральный бюджет;;;;200000.0000;;;150000.0000;;;150000.0000;;;150000.0000;;;150000.0000;;;150000.0000;;
A3;Цифровизация услуг и формирование информационного пространства в сфере культуры («Цифровая культура»);консолидированные бюджеты субъектов РФ;;;;200000.0000;;;150000.0000;;;150000.0000;;;150000.0000;;;150000.0000;;;150000.0000;;
A3;Цифровизация услуг и формирование информационного пространства в сфере культуры («Цифровая культура»);иным бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A3;Цифровизация услуг и формирование информационного пространства в сфере культуры («Цифровая культура»);всего по фед. проекту;;;;1180000.0000;;;3330000.0000;;;3330000.0000;;;3330000.0000;;;1130000.0000;;;1130000.0000;;
A3;Цифровизация услуг и формирование информационного пространства в сфере культуры («Цифровая культура»);внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A3;Цифровизация услуг и формирование информационного пространства в сфере культуры («Цифровая культура»);бюджеты территориальных государственных внебюджетных фондов (бюджеты ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A3;Цифровизация услуг и формирование информационного пространства в сфере культуры («Цифровая культура»);бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A3;Цифровизация услуг и формирование информационного пространства в сфере культуры («Цифровая культура»);бюджету Фонда социального страхования РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A3;Цифровизация услуг и формирование информационного пространства в сфере культуры («Цифровая культура»);бюджету Фонда социального страхования Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A3;Цифровизация услуг и формирование информационного пространства в сфере культуры («Цифровая культура»);бюджету Федерального фонда обязательного медицинского страхования;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A3;Цифровизация услуг и формирование информационного пространства в сфере культуры («Цифровая культура»);бюджету Пенсионного фонда Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A3;Цифровизация услуг и формирование информационного пространства в сфере культуры («Цифровая культура»);бюджету Пенсионнного фонда РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A3;Цифровизация услуг и формирование информационного пространства в сфере культуры («Цифровая культура»);бюджетам территориальных государственных внебюджетных фондов РФ (бюджетам ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A3;Цифровизация услуг и формирование информационного пространства в сфере культуры («Цифровая культура»);бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A3;Цифровизация услуг и формирование информационного пространства в сфере культуры («Цифровая культура»);бюджетам государственных внебюджетных фондов РФ, из них;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A3;Цифровизация услуг и формирование информационного пространства в сфере культуры («Цифровая культура»);бюджетам государственных внебюджетных фондов РФ, в том числе;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
A3;Цифровизация услуг и формирование информационного пространства в сфере культуры («Цифровая культура»);бюджетам государственных внебюджетных фондов РФ (бюджету ФФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
D1;Нормативное регулирование цифровой среды;федеральный бюджет;;;;73447.3000;;;341893.3000;;;264785.7000;;;265474.6000;;;265000.0000;;;266000.0000;;
D1;Нормативное регулирование цифровой среды;межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
D1;Нормативное регулирование цифровой среды;консолидированные бюджеты субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
D1;Нормативное регулирование цифровой среды;всего по фед. проекту;;;;105447.3000;;;341893.3000;;;264785.7000;;;265474.6000;;;265000.0000;;;266000.0000;;
D1;Нормативное регулирование цифровой среды;внебюджетные источники;;;;32000.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
D1;Нормативное регулирование цифровой среды;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
D2;Информационная инфраструктура;федеральный бюджет;;;;32832210.3000;;;54425190.3900;;;67916330.9000;;;105858202.4000;;;89531000.0000;;;70246000.0000;;
D2;Информационная инфраструктура;межбюджетные трансферты, федеральный бюджет;;;;1319213.3000;;;1829165.0000;;;148378.3000;;;148378.3000;;;0.0000;;;0.0000;;
D2;Информационная инфраструктура;консолидированные бюджеты субъектов РФ;;;;1319213.3000;;;1829165.0000;;;148378.3000;;;148378.3000;;;0.0000;;;0.0000;;
D2;Информационная инфраструктура;всего по фед. проекту;;;;85151210.3000;;;327225190.3900;;;87906330.9000;;;105858202.4000;;;89531000.0000;;;70246000.0000;;
D2;Информационная инфраструктура;внебюджетные источники;;;;52319000.0000;;;272800000.0000;;;19990000.0000;;;0.0000;;;0.0000;;;0.0000;;
D2;Информационная инфраструктура;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
D3;Кадры для цифровой экономики;федеральный бюджет;;;;3679517.7000;;;18410129.4000;;;22415855.8000;;;30445442.1000;;;31853000.0000;;;30109000.0000;;
D3;Кадры для цифровой экономики;межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
D3;Кадры для цифровой экономики;консолидированные бюджеты субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
D3;Кадры для цифровой экономики;всего по фед. проекту;;;;3694517.7000;;;18430129.4000;;;22450855.8000;;;30445442.1000;;;31853000.0000;;;30109000.0000;;
D3;Кадры для цифровой экономики;внебюджетные источники;;;;15000.0000;;;20000.0000;;;35000.0000;;;0.0000;;;0.0000;;;0.0000;;
D3;Кадры для цифровой экономики;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
D4;Информационная безопасность;федеральный бюджет;;;;1617903.4000;;;7896498.2000;;;4828308.2000;;;1051000.0000;;;979000.0000;;;773000.0000;;
D4;Информационная безопасность;межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;150000.0000;;;100000.0000;;;0.0000;;;0.0000;;;0.0000;;
D4;Информационная безопасность;консолидированные бюджеты субъектов РФ;;;;0.0000;;;150000.0000;;;150000.0000;;;0.0000;;;0.0000;;;0.0000;;
D4;Информационная безопасность;всего по фед. проекту;;;;2161603.4000;;;8537318.2000;;;6522198.2000;;;1051000.0000;;;979000.0000;;;773000.0000;;
D4;Информационная безопасность;внебюджетные источники;;;;543700.0000;;;640820.0000;;;1643890.0000;;;0.0000;;;0.0000;;;0.0000;;
D4;Информационная безопасность;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
D5;Цифровые технологии;федеральный бюджет;;;;11604513.7000;;;33710068.8000;;;41542151.1000;;;67309882.8000;;;65875500.0000;;;60170000.0000;;
D5;Цифровые технологии;межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
D5;Цифровые технологии;консолидированные бюджеты субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
D5;Цифровые технологии;всего по фед. проекту;;;;31357513.7000;;;85037068.8000;;;138326651.1000;;;224299720.8000;;;79553947.0000;;;74258704.0000;;
D5;Цифровые технологии;внебюджетные источники;;;;19753000.0000;;;51327000.0000;;;96784500.0000;;;156989838.0000;;;13678447.0000;;;14088704.0000;;
D5;Цифровые технологии;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
D6;Цифровое государственное управление;федеральный бюджет;;;;24078913.3000;;;36123696.4000;;;40883291.6000;;;53077300.6000;;;44775000.0000;;;36838000.0000;;
D6;Цифровое государственное управление;межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;500000.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
D6;Цифровое государственное управление;консолидированные бюджеты субъектов РФ;;;;0.0000;;;500000.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
D6;Цифровое государственное управление;всего по фед. проекту;;;;24078913.3000;;;36123696.4000;;;40883291.6000;;;53077300.6000;;;44775000.0000;;;36838000.0000;;
D6;Цифровое государственное управление;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
D6;Цифровое государственное управление;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E1;Современная школа;федеральный бюджет;;;;43103784.1000;;;55084719.8000;;;46754412.2000;;;38455054.2000;;;37660804.0000;;;37664804.0000;;
E1;Современная школа;федеральному бюджету РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E1;Современная школа;местным бюджетам РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E1;Современная школа;межбюджетные трансферты, федеральный бюджет;;;;42531362.8000;;;54148249.1000;;;45933608.2000;;;37743608.2000;;;37050000.0000;;;37054000.0000;;
E1;Современная школа;консолидированные бюджеты субъектов РФ;;;;47448615.6400;;;61494285.6800;;;52081133.7000;;;43898460.4000;;;43854640.0000;;;43811440.0000;;
E1;Современная школа;иным бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E1;Современная школа;всего по фед. проекту;;;;48021036.9400;;;62430756.3800;;;52901937.7000;;;44609906.4000;;;44465444.0000;;;44422244.0000;;
E1;Современная школа;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E1;Современная школа;бюджеты территориальных государственных внебюджетных фондов (бюджеты ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E1;Современная школа;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E1;Современная школа;бюджету Фонда социального страхования РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E1;Современная школа;бюджету Фонда социального страхования Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E1;Современная школа;бюджету Федерального фонда обязательного медицинского страхования;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E1;Современная школа;бюджету Пенсионного фонда Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E1;Современная школа;бюджету Пенсионнного фонда РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E1;Современная школа;бюджетам территориальных государственных внебюджетных фондов РФ (бюджетам ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E1;Современная школа;бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E1;Современная школа;бюджетам государственных внебюджетных фондов РФ, из них;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E1;Современная школа;бюджетам государственных внебюджетных фондов РФ, в том числе;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E1;Современная школа;бюджетам государственных внебюджетных фондов РФ (бюджету ФФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E2;Успех каждого ребенка;федеральный бюджет;;;;9718747.5000;;;12784456.0000;;;14428994.6000;;;12213379.3000;;;12265858.9000;;;14315858.9000;;
E2;Успех каждого ребенка;межбюджетные трансферты, федеральный бюджет;;;;7922231.4000;;;10442404.3000;;;12209635.7000;;;9562138.6000;;;9676500.0000;;;11146500.0000;;
E2;Успех каждого ребенка;консолидированные бюджеты субъектов РФ;;;;8505403.7000;;;11234036.3000;;;12877695.6000;;;10820773.4000;;;9870030.0000;;;11369430.0000;;
E2;Успех каждого ребенка;всего по фед. проекту;;;;10692929.8000;;;14145608.0000;;;15666944.5000;;;14016404.1000;;;13003778.9000;;;15083178.9000;;
E2;Успех каждого ребенка;внебюджетные источники;;;;391010.0000;;;569520.0000;;;569890.0000;;;544390.0000;;;544390.0000;;;544390.0000;;
E2;Успех каждого ребенка;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E3;Поддержка семей, имеющих детей;федеральный бюджет;;;;700000.0000;;;700000.0000;;;1000000.0000;;;2000000.0000;;;2000000.0000;;;2000000.0000;;
E3;Поддержка семей, имеющих детей;межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E3;Поддержка семей, имеющих детей;консолидированные бюджеты субъектов РФ;;;;13400.0000;;;13400.0000;;;19600.0000;;;39200.0000;;;39200.0000;;;39200.0000;;
E3;Поддержка семей, имеющих детей;всего по фед. проекту;;;;713400.0000;;;713400.0000;;;1019600.0000;;;2039200.0000;;;2039200.0000;;;2039200.0000;;
E3;Поддержка семей, имеющих детей;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E3;Поддержка семей, имеющих детей;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E4;Цифровая образовательная среда;федеральный бюджет;;;;2673834.9000;;;17256165.1000;;;16730000.0000;;;13380000.0000;;;13300000.0000;;;14300000.0000;;
E4;Цифровая образовательная среда;межбюджетные трансферты, федеральный бюджет;;;;1989964.9000;;;15420035.1000;;;15420000.0000;;;12635000.0000;;;12635000.0000;;;13585000.0000;;
E4;Цифровая образовательная среда;консолидированные бюджеты субъектов РФ;;;;2115972.4000;;;16497786.9000;;;16462743.3000;;;13326958.5000;;;12887700.0000;;;13856700.0000;;
E4;Цифровая образовательная среда;всего по фед. проекту;;;;2833842.4000;;;18444416.9000;;;17883243.3000;;;14292958.5000;;;13773700.0000;;;14792700.0000;;
E4;Цифровая образовательная среда;внебюджетные источники;;;;34000.0000;;;110500.0000;;;110500.0000;;;221000.0000;;;221000.0000;;;221000.0000;;
E4;Цифровая образовательная среда;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E5;Учитель будущего;федеральный бюджет;;;;1732000.0000;;;1732000.0000;;;2682000.0000;;;2732000.0000;;;2732000.0000;;;3582000.0000;;
E5;Учитель будущего;межбюджетные трансферты, федеральный бюджет;;;;1360000.0000;;;810000.0000;;;1620000.0000;;;1440000.0000;;;2430000.0000;;;3200000.0000;;
E5;Учитель будущего;консолидированные бюджеты субъектов РФ;;;;1564271.1000;;;864460.8000;;;1743810.6000;;;1569987.6000;;;2478600.0000;;;3264000.0000;;
E5;Учитель будущего;всего по фед. проекту;;;;1936271.1000;;;1786460.8000;;;2805810.6000;;;2861987.6000;;;2780600.0000;;;3646000.0000;;
E5;Учитель будущего;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E5;Учитель будущего;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E6;Молодые профессионалы (Повышение конкурентоспособности профессионального образования);федеральный бюджет;;;;28546367.5000;;;24891534.7000;;;24571493.3000;;;24236782.8000;;;23763754.9000;;;23783754.9000;;
E6;Молодые профессионалы (Повышение конкурентоспособности профессионального образования);межбюджетные трансферты, федеральный бюджет;;;;6781333.3000;;;822837.1000;;;916983.5000;;;1009577.2000;;;731796.1000;;;731796.1000;;
E6;Молодые профессионалы (Повышение конкурентоспособности профессионального образования);консолидированные бюджеты субъектов РФ;;;;6925542.2000;;;960674.2000;;;1021978.5000;;;1128660.5000;;;833432.0000;;;833832.0000;;
E6;Молодые профессионалы (Повышение конкурентоспособности профессионального образования);всего по фед. проекту;;;;30290576.4000;;;26629371.8000;;;26276488.3000;;;25955866.1000;;;25465390.8000;;;25485790.8000;;
E6;Молодые профессионалы (Повышение конкурентоспособности профессионального образования);внебюджетные источники;;;;1600000.0000;;;1600000.0000;;;1600000.0000;;;1600000.0000;;;1600000.0000;;;1600000.0000;;
E6;Молодые профессионалы (Повышение конкурентоспособности профессионального образования);бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E7;Новые возможности для каждого;федеральный бюджет;;;;775700.0000;;;984300.0000;;;1350000.0000;;;1350000.0000;;;1350000.0000;;;1690000.0000;;
E7;Новые возможности для каждого;межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E7;Новые возможности для каждого;консолидированные бюджеты субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E7;Новые возможности для каждого;всего по фед. проекту;;;;975700.0000;;;1184300.0000;;;1660000.0000;;;1660000.0000;;;1660000.0000;;;2080000.0000;;
E7;Новые возможности для каждого;внебюджетные источники;;;;200000.0000;;;200000.0000;;;310000.0000;;;310000.0000;;;310000.0000;;;390000.0000;;
E7;Новые возможности для каждого;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
E8;Социальная активность;федеральный бюджет;;;;2284597.3000;;;7439261.2000;;;7136368.2000;;;4442389.1000;;;3477168.2000;;;3543168.2000;;
E8;Социальная активность;межбюджетные трансферты, федеральный бюджет;;;;328217.1000;;;1201782.9000;;;860200.0000;;;430000.0000;;;410000.0000;;;410000.0000;;
E8;Социальная активность;консолидированные бюджеты субъектов РФ;;;;356518.8300;;;1246708.9800;;;873841.4300;;;436920.2200;;;416718.2000;;;416718.2000;;
E8;Социальная активность;всего по фед. проекту;;;;2312899.0300;;;7484187.2800;;;7150009.6300;;;4449309.3200;;;3483886.4000;;;3549886.4000;;
