Код проекта;Наименование ФП;Наименование источника;2018_План;2018_Факт;2018_Период;2019_План;2019_Факт;2019_Период;2020_План;2020_Факт;2020_Период;2021_План;2021_Факт;2021_Период;2022_План;2022_Факт;2022_Период;2023_План;2023_Факт;2023_Период;2024_План;2024_Факт;2024_Период
V6;Коммуникации между центрами экономического роста;федеральный бюджет;;;;218973938.9000;;;195845391.5000;;;179736141.5000;;;248508100.9000;;;311256838.6000;;;286982572.5000;;
V6;Коммуникации между центрами экономического роста;федеральному бюджету РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V6;Коммуникации между центрами экономического роста;местным бюджетам РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V6;Коммуникации между центрами экономического роста;межбюджетные трансферты, федеральный бюджет;;;;2716003.8000;;;3175718.0000;;;16531118.1000;;;20188329.8000;;;5100014.0000;;;6772320.6000;;
V6;Коммуникации между центрами экономического роста;консолидированные бюджеты субъектов РФ;;;;55059993.5000;;;15847652.6000;;;37558593.8800;;;44533952.4000;;;22286394.1000;;;24145028.7000;;
V6;Коммуникации между центрами экономического роста;иным бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V6;Коммуникации между центрами экономического роста;всего по фед. проекту;;;;424931119.7600;;;336040370.1000;;;261637117.2800;;;331282428.5000;;;360943218.7000;;;355867480.6000;;
V6;Коммуникации между центрами экономического роста;внебюджетные источники;;;;153613191.1600;;;127523044.0000;;;60873500.0000;;;58428705.0000;;;32500000.0000;;;51512200.0000;;
V6;Коммуникации между центрами экономического роста;бюджеты территориальных государственных внебюджетных фондов (бюджеты ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V6;Коммуникации между центрами экономического роста;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V6;Коммуникации между центрами экономического роста;бюджету Фонда социального страхования РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V6;Коммуникации между центрами экономического роста;бюджету Фонда социального страхования Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V6;Коммуникации между центрами экономического роста;бюджету Федерального фонда обязательного медицинского страхования;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V6;Коммуникации между центрами экономического роста;бюджету Пенсионного фонда Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V6;Коммуникации между центрами экономического роста;бюджету Пенсионнного фонда РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V6;Коммуникации между центрами экономического роста;бюджетам территориальных государственных внебюджетных фондов РФ (бюджетам ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V6;Коммуникации между центрами экономического роста;бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V6;Коммуникации между центрами экономического роста;бюджетам государственных внебюджетных фондов РФ, из них;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V6;Коммуникации между центрами экономического роста;бюджетам государственных внебюджетных фондов РФ, в том числе;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V6;Коммуникации между центрами экономического роста;бюджетам государственных внебюджетных фондов РФ (бюджету ФФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V7;Развитие региональных аэропортов и маршрутов;федеральный бюджет;;;;19393261.1000;;;34898516.3000;;;40685091.4000;;;54634531.8000;;;42698444.5000;;;43102444.5000;;
V7;Развитие региональных аэропортов и маршрутов;федеральному бюджету РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V7;Развитие региональных аэропортов и маршрутов;местным бюджетам РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V7;Развитие региональных аэропортов и маршрутов;межбюджетные трансферты, федеральный бюджет;;;;1300000.0000;;;1658329.8000;;;1301538.7000;;;3218370.6000;;;5202589.7000;;;3360899.0000;;
V7;Развитие региональных аэропортов и маршрутов;консолидированные бюджеты субъектов РФ;;;;1452092.3000;;;1947325.8000;;;1833153.1000;;;4122277.4000;;;6596174.2000;;;4364803.9000;;
V7;Развитие региональных аэропортов и маршрутов;иным бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V7;Развитие региональных аэропортов и маршрутов;всего по фед. проекту;;;;27177773.4000;;;47247012.3000;;;53962605.8000;;;58545238.6000;;;45583669.0000;;;45306349.4000;;
V7;Развитие региональных аэропортов и маршрутов;внебюджетные источники;;;;7632420.0000;;;12059500.0000;;;12745900.0000;;;3006800.0000;;;1491640.0000;;;1200000.0000;;
V7;Развитие региональных аэропортов и маршрутов;бюджеты территориальных государственных внебюджетных фондов (бюджеты ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V7;Развитие региональных аэропортов и маршрутов;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V7;Развитие региональных аэропортов и маршрутов;бюджету Фонда социального страхования РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V7;Развитие региональных аэропортов и маршрутов;бюджету Фонда социального страхования Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V7;Развитие региональных аэропортов и маршрутов;бюджету Федерального фонда обязательного медицинского страхования;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V7;Развитие региональных аэропортов и маршрутов;бюджету Пенсионного фонда Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V7;Развитие региональных аэропортов и маршрутов;бюджету Пенсионнного фонда РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V7;Развитие региональных аэропортов и маршрутов;бюджетам территориальных государственных внебюджетных фондов РФ (бюджетам ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V7;Развитие региональных аэропортов и маршрутов;бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V7;Развитие региональных аэропортов и маршрутов;бюджетам государственных внебюджетных фондов РФ, из них;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V7;Развитие региональных аэропортов и маршрутов;бюджетам государственных внебюджетных фондов РФ, в том числе;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V7;Развитие региональных аэропортов и маршрутов;бюджетам государственных внебюджетных фондов РФ (бюджету ФФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V8;Высокоскоростное железнодорожное сообщение;федеральный бюджет;;;;0.0000;;;87998.8000;;;87998.8000;;;70000000.0000;;;70000000.0000;;;60000000.0000;;
V8;Высокоскоростное железнодорожное сообщение;федеральному бюджету РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V8;Высокоскоростное железнодорожное сообщение;местным бюджетам РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V8;Высокоскоростное железнодорожное сообщение;межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V8;Высокоскоростное железнодорожное сообщение;консолидированные бюджеты субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V8;Высокоскоростное железнодорожное сообщение;иным бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V8;Высокоскоростное железнодорожное сообщение;всего по фед. проекту;;;;10118000.0000;;;108519998.8000;;;134035998.8000;;;158497000.0000;;;129029000.0000;;;81521000.0000;;
V8;Высокоскоростное железнодорожное сообщение;внебюджетные источники;;;;10118000.0000;;;108432000.0000;;;133948000.0000;;;88497000.0000;;;59029000.0000;;;21521000.0000;;
V8;Высокоскоростное железнодорожное сообщение;бюджеты территориальных государственных внебюджетных фондов (бюджеты ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V8;Высокоскоростное железнодорожное сообщение;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V8;Высокоскоростное железнодорожное сообщение;бюджету Фонда социального страхования РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V8;Высокоскоростное железнодорожное сообщение;бюджету Фонда социального страхования Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V8;Высокоскоростное железнодорожное сообщение;бюджету Федерального фонда обязательного медицинского страхования;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V8;Высокоскоростное железнодорожное сообщение;бюджету Пенсионного фонда Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V8;Высокоскоростное железнодорожное сообщение;бюджету Пенсионнного фонда РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V8;Высокоскоростное железнодорожное сообщение;бюджетам территориальных государственных внебюджетных фондов РФ (бюджетам ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V8;Высокоскоростное железнодорожное сообщение;бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V8;Высокоскоростное железнодорожное сообщение;бюджетам государственных внебюджетных фондов РФ, из них;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V8;Высокоскоростное железнодорожное сообщение;бюджетам государственных внебюджетных фондов РФ, в том числе;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V8;Высокоскоростное железнодорожное сообщение;бюджетам государственных внебюджетных фондов РФ (бюджету ФФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V9;Внутренние водные пути;федеральный бюджет;;;;22894844.8000;;;53023925.1000;;;53426127.8000;;;46520420.4000;;;52397010.9000;;;55323560.9000;;
V9;Внутренние водные пути;федеральному бюджету РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V9;Внутренние водные пути;местным бюджетам РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V9;Внутренние водные пути;межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V9;Внутренние водные пути;консолидированные бюджеты субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V9;Внутренние водные пути;иным бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V9;Внутренние водные пути;всего по фед. проекту;;;;22894844.8000;;;53023925.1000;;;53426127.8000;;;46520420.4000;;;52397010.9000;;;55323560.9000;;
V9;Внутренние водные пути;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V9;Внутренние водные пути;бюджеты территориальных государственных внебюджетных фондов (бюджеты ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V9;Внутренние водные пути;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V9;Внутренние водные пути;бюджету Фонда социального страхования РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V9;Внутренние водные пути;бюджету Фонда социального страхования Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V9;Внутренние водные пути;бюджету Федерального фонда обязательного медицинского страхования;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V9;Внутренние водные пути;бюджету Пенсионного фонда Российской Федерации;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V9;Внутренние водные пути;бюджету Пенсионнного фонда РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V9;Внутренние водные пути;бюджетам территориальных государственных внебюджетных фондов РФ (бюджетам ТФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V9;Внутренние водные пути;бюджетам субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V9;Внутренние водные пути;бюджетам государственных внебюджетных фондов РФ, из них;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V9;Внутренние водные пути;бюджетам государственных внебюджетных фондов РФ, в том числе;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
V9;Внутренние водные пути;бюджетам государственных внебюджетных фондов РФ (бюджету ФФОМС);;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
